id	name	host_id	host_name	neighbourhood_group	neighbourhood	latitude	longitude	room_type	price	minimum_nights	number_of_reviews	last_review	reviews_per_month	calculated_host_listings_count	availability_365
38663	Luxury Brownstone in Boerum Hill	165789	Sarah	Brooklyn	Boerum Hill	40.68559	-73.98094	Entire home/apt	475	3	23	43465	0.27	1	230
35737368	Cozy Room w/ Private Lounge Nolita	26781753	Burtay	Manhattan	Nolita	40.72247	-73.99473	Private room	95	7	0			1	125
20163695	"*Spacious* Artist’s Home, mins to NYC, near train"	43623968	Lauren	Queens	Rego Park	40.72835	-73.86108	Entire home/apt	115	1	78	43628	3.51	1	343
984721	QUIET GARDEN APT FACING NY BAY!	555739	Rosana	Brooklyn	Bay Ridge	40.63508	-74.03628	Entire home/apt	65	30	25	43456	0.36	2	188
16479076	Big private room in Manhattan	60344033	Chung Hao	Manhattan	Washington Heights	40.84916	-73.93759	Private room	35	5	0			1	0
14056307	BIG GORGEOUS 1 bd 2 br in PRIME of Chelsea	32919123	Ryan	Manhattan	Chelsea	40.74616	-73.99773	Entire home/apt	250	7	1	43102	0.05	1	0
18010510	"温馨舒适双人房,双床,明亮大窗,电梯公寓(两个房间用一个卫生间)"	123646786	Zheng	Queens	Flushing	40.75607	-73.83202	Private room	78	2	41	43647	1.53	2	82
5705775	"Bright & Beautiful, Private Garden"	16437254	Benjamin	Brooklyn	Boerum Hill	40.68897	-73.98634	Entire home/apt	165	30	3	43516	0.06	21	339
12955943	Charming 1 bed apt in Williansburg	23050317	Ana Paula	Brooklyn	Williamsburg	40.70944	-73.9492	Entire home/apt	100	7	6	43100	0.16	1	0
18485487	"Sunny, Spacious, Private Room Close to Train!"	3083244	Melody	Manhattan	Washington Heights	40.83716	-73.94048	Private room	37	7	1	42880	0.04	1	0
16193729	Mini room with Full size bed A /8 min to Subway R	105640471	Jason	Brooklyn	Sunset Park	40.64167	-74.01532	Private room	39	3	23	43467	0.82	8	137
22446479	"•COZY APARTMENT IN BEDFORD AREA, 5 MINS MANHATTAN•"	128793815	Atthaphon	Brooklyn	Williamsburg	40.72064	-73.96022	Private room	50	2	55	43647	2.97	4	281
30691484	Luxury in Brooklyn	219449657	Franklyn	Brooklyn	Bushwick	40.68225	-73.90721	Entire home/apt	200	1	28	43648	4.22	1	30
32165540	Spacious East Village Apartment	801538	Mike	Manhattan	East Village	40.7233	-73.98062	Entire home/apt	150	90	0			1	341
13498392	"Spacious, Bright, Private NYC"	2861768	Justin	Manhattan	Harlem	40.81325	-73.95323	Private room	79	6	31	43608	0.84	3	18
18297633	"Charming, small and cozy"	13540183	Ashley	Brooklyn	East Flatbush	40.63676	-73.95033	Private room	150	2	0			1	0
32638774	Friendly relaxing place for you to stay	72166833	Shalini	Manhattan	Washington Heights	40.84389	-73.93688	Private room	51	3	0			1	13
33742984	Brooklyn Loft Living in Bedstuy / Clinton Hill	5477538	Leslie	Brooklyn	Clinton Hill	40.69235	-73.96102	Private room	64	5	1	43611	0.68	1	90
30388225	"Tranquil East Village 1BR Gym, Garden + Doorman by Blueground"	107434423	Blueground	Manhattan	East Village	40.72232	-73.98543	Entire home/apt	312	30	0			232	219
32806789	Spacious & Bright 1 Bedroom in S. Williamsburg	246791914	Rep	Brooklyn	Williamsburg	40.71078	-73.96905	Entire home/apt	200	2	8	43646	2.67	1	2
33975580	McDonald	156850005	Sharon	Queens	Jackson Heights	40.75606	-73.87787	Private room	100	1	3	43646	1.73	2	350
34483431	Heart of Midtown Manhattan	260425153	Park Lane	Manhattan	Midtown	40.76395	-73.97622	Private room	450	1	3	43632	2.43	14	365
26812320	Sonder | 21 Chelsea | Modern 1BR + Rooftop	12243051	Sonder	Manhattan	Chelsea	40.74281	-73.99595	Entire home/apt	250	29	0			96	312
20654227	Fulton 2	100069033	Sarah-2	Brooklyn	Cypress Hills	40.68185	-73.88128	Entire home/apt	5000	2	4	43103	0.18	1	0
9679289	"Entire Large Basement, very quiet."	50006975	William	Brooklyn	Bushwick	40.70633	-73.92231	Private room	55	1	1	42374	0.02	1	0
1124012	FOODIE HAVEN -ENJOY THE REAL NYC :)	5848607	Meredith	Manhattan	East Village	40.72778	-73.98305	Private room	125	2	246	43627	3.3	1	216
28012942	"Clean, Modern Studio. First floor access! #10292"	211385563	Jason	Manhattan	Upper East Side	40.77936	-73.9518	Entire home/apt	175	2	41	43644	4.16	1	247
9509148	Beautiful Condo Prospect Heights	5023498	Kalana	Brooklyn	Crown Heights	40.67682	-73.96178	Entire home/apt	150	4	116	43574	2.74	1	165
20017753	Super Clean Room For 2 - Close To Metro	142135334	Garland	Brooklyn	Bedford-Stuyvesant	40.68985	-73.95317	Private room	45	5	38	43629	2.08	1	79
27491393	The Best apartment in Bayridge	207195903	Veronica	Brooklyn	Bay Ridge	40.6294	-74.02258	Entire home/apt	80	3	39	43639	4.5	1	8
3678829	Bright. Clean. Elegant. A perfect Brooklyn home.	17051201	G	Brooklyn	Park Slope	40.67164	-73.97761	Entire home/apt	545	2	6	43463	0.12	3	227
20245130	Modern Mid-Century Townhouse in Williamsburg!	25233493	Jaime	Brooklyn	Williamsburg	40.71352	-73.96148	Entire home/apt	800	30	29	43413	1.41	2	0
30591382	Comfy Room w/ Bunk Bed - Great for Friends!	227679456	Jimmy	Brooklyn	Prospect-Lefferts Gardens	40.66019	-73.9413	Private room	55	1	25	43645	3.52	7	42
15394525	"cozy, studio apartment in bed-stuy"	56065753	Chary	Brooklyn	Bedford-Stuyvesant	40.69205	-73.95593	Entire home/apt	80	1	5	43346	0.17	1	0
28941589	"3 bdrm, 2 bth duplex -20 mins to midtown -32B"	42226482	Monique	Bronx	Williamsbridge	40.87704	-73.86276	Entire home/apt	80	30	0			1	0
35880079	Cozy apartment in the heart of Williamsburg	36426894	Vera Lucía	Brooklyn	Williamsburg	40.7142	-73.96161	Private room	75	2	0			1	282
8949503	"Huge, Sumptuous En-Suite Bedroom"	46778191	Zoe	Brooklyn	Williamsburg	40.71454	-73.95894	Private room	125	3	1	42304	0.02	1	0
2918393	Beautiful Garden rowhouse apartment	14902860	Velma	Brooklyn	Bedford-Stuyvesant	40.68432	-73.9425	Entire home/apt	151	3	34	43438	0.54	5	308
3530517	2 Story Loft!! Tribeca/Soho :-) best neighborhood	17773625	Josie	Manhattan	Tribeca	40.72113	-74.00478	Entire home/apt	600	3	73	43630	1.23	1	282
680225	"Large private bedroom in house, Bushwick/Ridgewood"	2675998	Alice	Queens	Ridgewood	40.70866	-73.91537	Private room	65	2	1	43103	0.05	2	0
20587159	Cozy East Village Studio Apartment	8130515	Jessica	Manhattan	East Village	40.72547	-73.98315	Entire home/apt	150	2	2	43004	0.09	1	0
20671003	Charming 1 br apartment	140492812	Andrew	Brooklyn	Bushwick	40.70587	-73.92358	Entire home/apt	94	2	13	43205	0.57	2	0
15685669	Private room in Williamsburg. Very close to train!	1314045	Tim	Brooklyn	Williamsburg	40.71326	-73.94947	Private room	99	1	220	43646	6.71	3	352
18271460	Beautiful Sunlit Private Room in BKH apartment	106130636	Lane	Brooklyn	Brooklyn Heights	40.69602	-73.99253	Private room	75	3	1	42884	0.04	1	0
875111	1-bedroom apt in Clinton Hill	2908554	Michael	Brooklyn	Bedford-Stuyvesant	40.68586	-73.95875	Entire home/apt	100	3	7	43492	0.11	1	0
28916375	Prime area in Chinatown and Little Italy	67552519	Patrick	Manhattan	Little Italy	40.71894	-73.99759	Entire home/apt	160	2	44	43653	5.64	2	275
286838	Private Room in Brownstone	1492339	Karin	Manhattan	Harlem	40.80748	-73.95589	Private room	75	2	101	42308	1.1	1	0
35265962	Sunny & Clean Apartment	81093086	Carlos	Manhattan	Harlem	40.82155	-73.93927	Private room	50	2	4	43643	3.33	1	0
31074354	Estilo y tranquilidad en un mismo espacio	227413647	Yamid	Queens	Jackson Heights	40.74888	-73.87708	Private room	50	2	29	43644	4.73	1	16
31000866	Beautiful apartment in Elmhurst	129124146	KImberly	Queens	Elmhurst	40.73399	-73.87351	Entire home/apt	150	3	2	43588	0.78	3	107
34898461	Amazing midtown apartment near Times square	105626720	Bosi	Manhattan	Theater District	40.76234	-73.98605	Entire home/apt	200	31	0			5	341
9810696	MANNYS' PLACE	50541121	Jesus	Manhattan	Hell's Kitchen	40.76385	-73.98669	Entire home/apt	199	2	137	43640	3.14	1	317
352651	COMFORTABLE LARGE ROOM	1785800	Marvet	Brooklyn	Prospect-Lefferts Gardens	40.65846	-73.95057	Private room	77	5	11	43639	0.13	3	365
28161643	New York Apartment	28408861	Kristianne	Manhattan	East Harlem	40.79009	-73.94741	Private room	97	2	0			1	0
21630186	Charming Bedroom in Downtown Manhattan	12838834	Tania	Manhattan	Lower East Side	40.72112	-73.98493	Private room	80	5	5	43112	0.26	2	0
34059997	Cozy Brooklyn Camper van.	13486673	David	Brooklyn	Prospect Heights	40.67868	-73.97157	Entire home/apt	70	2	0			3	84
6628493	Large Williamsburg (Brooklyn) Room	20587549	Nick	Brooklyn	Williamsburg	40.70784	-73.94698	Private room	90	2	15	43646	0.41	1	188
22979825	"Private large bedroom in Prime Williamsburg, BK"	10826049	Faye	Brooklyn	Greenpoint	40.7195	-73.95256	Private room	75	4	0			1	0
1324087	Lovely 1-bedroom-heart of Astoria	6002245	Nicholas	Queens	Astoria	40.76062	-73.9175	Entire home/apt	80	70	44	43581	0.61	1	198
22857712	Private Bed in Queer Co-Living Space for Men	34614054	Marco	Brooklyn	Greenpoint	40.72522	-73.95184	Private room	46	3	7	43624	0.4	5	285
16146708	Cozy Well-Furnished Home in the Heart of Harlem	10332773	Phoebe	Manhattan	Harlem	40.81749	-73.94315	Private room	110	2	137	43649	4.37	1	102
20584605	Super suite to stay in New York	45623372	Maria Ines	Brooklyn	Williamsburg	40.71358	-73.96421	Entire home/apt	160	7	4	43371	0.18	1	0
18194429	Adorable Upper West Side Apt steps to Central Park	125565839	Kim	Manhattan	Upper West Side	40.79345	-73.97191	Entire home/apt	50	5	12	43009	0.44	1	0
20630578	Large Studio September 24th-October 15th Midtown	147495455	Laurent	Manhattan	Kips Bay	40.7433	-73.9807	Entire home/apt	120	20	0			1	0
34280267	Sonder | 116 John | Cozy 1BR + Gym	219517861	Sonder (NYC)	Manhattan	Financial District	40.70808	-74.00561	Entire home/apt	130	29	0			327	338
7988385	"Cozy, simple, uncluttered."	42160853	Jessica	Brooklyn	Bedford-Stuyvesant	40.68625	-73.93003	Private room	45	1	2	42244	0.04	1	0
12521735	Cozy Apartment in Queens — 20 Min to Manhattan	34790915	Katie	Queens	Ridgewood	40.7003	-73.89983	Private room	70	2	0			1	0
23247351	Charming room at Bed-Stuy	127427486	Bianca	Brooklyn	Bedford-Stuyvesant	40.6943	-73.93935	Private room	50	1	33	43548	2.29	1	0
27055058	Spacious apt in heart of Downtown!	13412408	Brendan	Manhattan	Greenwich Village	40.72848	-74.00116	Private room	200	1	5	43577	0.47	1	0
35282883	Mesmerizing city views Financial District/Wall st	180368029	Brandon And Emily	Manhattan	Financial District	40.70694	-74.007	Entire home/apt	250	3	10	43649	8.33	1	335
15887617	Modern Contemporary Home near JFK	102742122	Shannon	Queens	South Ozone Park	40.66996	-73.8223	Private room	120	1	31	43632	1.03	1	352
2160591	"Brooklyn NY, Comfy,Spacious Repose!"	6326737	Benjamin	Brooklyn	Bushwick	40.68926	-73.91595	Private room	70	3	40	43604	0.63	1	365
30939313	Funky sun-filled artist home near Fort Greene Park	129324501	Šara	Brooklyn	Fort Greene	40.68908	-73.97309	Entire home/apt	115	2	1	43636	1	1	16
12166912	Sunny Prime Heart of East Village Room	50200840	Katherine	Manhattan	East Village	40.72827	-73.9863	Private room	110	3	36	43647	0.91	1	292
10837800	Room in Harlem	43533460	Laurène	Manhattan	Washington Heights	40.83525	-73.9452	Private room	36	1	3	42549	0.08	1	0
30120427	"2 blocks from train, Balcony, Free Parking!"	50319699	Sharon	Queens	Astoria	40.77036	-73.92191	Entire home/apt	165	3	2	43591	0.27	1	0
14967994	Seaview Studio in  Brooklyn New york.	94265445	Natasha	Brooklyn	Canarsie	40.63241	-73.89367	Entire home/apt	100	2	161	43642	4.78	1	327
28483408	DOORMAN/ GYM/ MODERN 2 BR ON EAST 52ND ST	200380610	Pranjal	Manhattan	Midtown	40.7551	-73.96507	Entire home/apt	385	30	0			65	364
27257929	AWESOME SUNNY 2 BEDS C NEAR 3 METROS WILLIAMSBURG	189646908	Jolene And Ryan	Brooklyn	Williamsburg	40.70757	-73.94466	Private room	86	2	23	43647	2.18	3	365
34251643	NYC  2-bedrooms apartment @ Brooklyn	258118351	Artie	Brooklyn	Borough Park	40.64032	-73.99493	Entire home/apt	95	18	2	43620	1.62	2	38
29238286	Greenpoint Apt with a wonderful view !	171630463	Mickael	Brooklyn	Greenpoint	40.73812	-73.95649	Entire home/apt	150	3	4	43468	0.47	1	0
4060993	Spacious apt. 15 min to Manhattan	21064077	Dan	Queens	Ridgewood	40.70046	-73.90692	Entire home/apt	60	21	5	43039	0.1	1	0
36243183	Spacious private room #2	35783912	Pi & Leo	Bronx	Fordham	40.86264	-73.89139	Private room	29	2	0			8	81
5344850	Cozy room 15 min from Manhattan	27698133	Jakub	Queens	Woodside	40.74705	-73.89564	Private room	38	5	13	43452	0.25	1	0
18486698	Conveniently located private room in Brooklyn	81712146	Emanuele	Brooklyn	Bushwick	40.70113	-73.91385	Private room	50	1	9	42919	0.34	1	0
36229615	Deluxe Private Unit in Spacious Bedstuy Apartment	53243644	Omri	Brooklyn	Bedford-Stuyvesant	40.69242	-73.94133	Private room	60	1	0			2	20
10252921	"Central Located Private Apartment, New York Queens"	52705961	Harish	Queens	Forest Hills	40.73352	-73.85237	Entire home/apt	69	1	85	43647	2.13	1	308
12815139	Beautiful Tranquil Bright Prime Location 1 bedroom	33816358	Rachel	Brooklyn	Prospect Heights	40.67764	-73.9647	Entire home/apt	110	3	8	42877	0.23	1	0
34487247	Premier King Room close to Central Park & 5th Ave	261761196	Park Central	Manhattan	Midtown	40.76574	-73.98201	Private room	100	1	0			8	318
33831138	Modern Private Bedroom in Upper West Side	238321374	Eyal	Manhattan	Upper West Side	40.80006	-73.96095	Private room	60	30	0			32	37
8069030	Clinton Hill Flat	42619297	John	Brooklyn	Clinton Hill	40.69242	-73.96828	Entire home/apt	999	2	141	43583	3.04	2	67
19719874	Studio - West Village - Unit 1	4422523	Marie	Manhattan	West Village	40.73598	-74.00505	Entire home/apt	140	30	1	43318	0.09	6	267
30791949	Cozy and spacious loft in Williamsburg/Bushwick	4510691	Gillian	Brooklyn	Williamsburg	40.70923	-73.9448	Entire home/apt	175	2	4	43598	0.62	1	34
24119328	Charming Brooklyn Gem with Beautiful Views	8612450	Kareem	Brooklyn	Midwood	40.61379	-73.96826	Private room	20	3	4	43251	0.26	1	18
28044485	Chic sun-filled dream home in East Village	211836350	Jt	Manhattan	East Village	40.72744	-73.9831	Entire home/apt	209	3	4	43632	0.58	1	83
25265496	Beautiful large 2 br appartement in Brooklyn!	22935245	Anne	Brooklyn	Bedford-Stuyvesant	40.69168	-73.95397	Entire home/apt	145	21	1	43295	0.08	1	25
34895693	Gem of east Flatbush	262534951	Sandra	Brooklyn	East Flatbush	40.65724	-73.9245	Private room	7500	1	8	43653	6.15	2	179
19288937	Airy and bright floor in East Village townhouse	135073646	Joy	Manhattan	East Village	40.72784	-73.98883	Entire home/apt	250	2	99	43637	4.03	1	176
29869463	Large Studio with Best View in NYC!	214290528	Tiffany	Manhattan	Financial District	40.70724	-74.01438	Entire home/apt	195	2	4	43467	0.56	1	0
8984085	Bedroom with private bathroom & rooftop in duplex	4428757	Benjamin	Brooklyn	Crown Heights	40.6758	-73.93185	Private room	50	6	24	43233	0.54	1	0
7831486	Private room in Financial District!	41240531	Lauren	Manhattan	Financial District	40.70501	-74.01395	Private room	90	5	2	42516	0.05	1	0
36468880	Private room in a nice Brooklyn apartment	274195458	Abayomi	Brooklyn	Bushwick	40.69308	-73.91025	Private room	130	1	0			1	83
132516	Forest Hills Apt minutes to midtown Manhattan	85330	Jean	Queens	Forest Hills	40.70925	-73.85262	Entire home/apt	97	3	28	43647	1.21	3	209
7292825	New York City Luxury Building!	13976139	Lori	Manhattan	Upper West Side	40.7905	-73.97385	Entire home/apt	120	10	0			1	0
17781440	Elegant bedroom 8 mins-JFK&the mall	55125246	Yvonne	Queens	Jamaica	40.68615	-73.78747	Private room	80	1	177	43639	7	3	180
9603991	Homely Apartment For The Holidays!!	6725302	Nancy	Manhattan	Hell's Kitchen	40.76769	-73.988	Entire home/apt	200	2	0			1	0
34390645	"""In the Heights"" Love: 2 Queen beds. beautiful br."	27973267	Gus	Manhattan	Washington Heights	40.85115	-73.93223	Private room	150	1	4	43638	2.31	5	160
399946	Light Superhosted Chill LES Apt	1996265	David	Manhattan	Lower East Side	40.72123	-73.98996	Private room	90	10	67	43601	0.77	1	301
25764974	Deluxe Family Studio with Empire State views #7	177174475	Alberto	Manhattan	Midtown	40.74815	-73.98832	Entire home/apt	131	1	10	43608	0.84	17	224
9513287	3 bedroom brownstone bklyn backyard	49293531	Aliza	Brooklyn	Bedford-Stuyvesant	40.68481	-73.92763	Entire home/apt	320	80	0			3	25
3913635	Sunny Central Location!	18834080	Jake	Manhattan	Chinatown	40.71672	-73.99184	Entire home/apt	130	2	101	42944	1.71	1	0
15827516	Luxury NYC 1 Bed w/Gorgeous Views + Pool	102478101	Robert	Manhattan	Hell's Kitchen	40.75968	-73.99797	Entire home/apt	289	2	4	42737	0.13	1	0
6234096	Charming 1 bedroom on the water!	32347526	Heather	Manhattan	East Harlem	40.79445	-73.93307	Entire home/apt	120	3	116	43636	2.29	1	231
4660022	Best Block Clean Luxury Loft in SoHo	745486	Re	Manhattan	SoHo	40.72592	-73.99933	Entire home/apt	895	1	66	43640	1.18	1	365
9490600	Room in Williamsburg penthouse	26415140	Gabriele	Brooklyn	Williamsburg	40.71002	-73.94796	Private room	50	5	0			1	0
28012031	A Charming Hideout for a perfect weekend	178499417	Vanessa	Brooklyn	East Flatbush	40.64557	-73.94684	Entire home/apt	80	1	14	43520	1.49	1	0
4952989	Sun-Filled Apartment 1 Minute From Subway	25379501	Rivka	Brooklyn	Crown Heights	40.66585	-73.94993	Private room	62	1	44	43639	1.26	1	77
9879556	**Luxury 1 Bedroom Upper East Side NYC Apt	30283594	Kara	Manhattan	Upper East Side	40.76257	-73.95915	Entire home/apt	249	30	1	43125	0.06	121	273
9255049	"Designy, cozy, & kid friendly!"	902703	Jessica	Brooklyn	Bushwick	40.69975	-73.92051	Entire home/apt	150	5	30	43599	0.76	1	284
6507084	Renovated 2BR apartment MIN 30 DAY	23772724	Elem	Manhattan	East Harlem	40.79726	-73.9329	Entire home/apt	100	30	12	43546	0.25	15	342
19085711	Workspace Room 1	9864136	Anthony	Brooklyn	Bushwick	40.68615	-73.9141	Private room	36	2	7	43525	0.29	26	318
15310580	Nice apartment in Gramercy.	27336207	Juan Eduardo	Manhattan	Gramercy	40.73736	-73.98025	Entire home/apt	120	5	8	43156	0.25	2	0
14868857	Entire studio in Williamsburg	49704571	Krzysztof	Brooklyn	Williamsburg	40.71906	-73.94394	Entire home/apt	80	30	10	43576	0.32	8	97
34343208	Convenient room in Hell’s Kitchen	34689714	Maria	Manhattan	Hell's Kitchen	40.76595	-73.98643	Private room	120	1	10	43639	4.76	5	357
19768829	"Cozy 1 bedroom apt, Quiet, Near metro, East side"	3792860	Elena	Manhattan	Upper East Side	40.77052	-73.95485	Entire home/apt	150	1	0			2	0
33433393	Bright nordic room in pastel colors	22028840	Miki	Manhattan	Washington Heights	40.86069	-73.92513	Private room	59	4	2	43607	0.67	2	103
7873524	lovely apartment at central park	37282412	Meredith	Manhattan	Harlem	40.80009	-73.95313	Entire home/apt	130	3	1	42254	0.02	1	0
31377088	Clean Quiet Prvt Rm Prvt Bathroom in Midtown	234986384	Eddie	Manhattan	Hell's Kitchen	40.76318	-73.9942	Private room	109	5	17	43647	3.89	1	35
32961700	Cute Apartment with a terrace near Central Park	12748942	Veronica Gallardo	Manhattan	Upper West Side	40.77912	-73.98029	Entire home/apt	220	30	1	43616	0.75	1	189
498052	Modern private room in condominium	2426779	Regina	Brooklyn	Williamsburg	40.71483	-73.96216	Private room	120	1	124	43626	1.46	1	292
20435773	East Village 1 bedroom private apartment	61524907	Matthew	Manhattan	East Village	40.725	-73.97711	Entire home/apt	120	8	6	43355	0.27	1	0
9281747	TIMES SQ BLCK AWAY w/ SUNNY BDRM. NO INSTANT BOOKN	11526455	Joey	Manhattan	Hell's Kitchen	40.76046	-73.9901	Private room	135	2	123	43643	2.81	1	124
28015516	Fanta Sea Home 3	131777975	Jewell	Brooklyn	Brownsville	40.66339	-73.91671	Private room	50	4	5	43626	0.52	3	365
29236294	Elite Penthouse	213781715	Anting	Manhattan	NoHo	40.72858	-73.99141	Entire home/apt	179	1	4	43605	0.47	33	179
35463471	West 15th Street Cozy Chelsea 1bd Serviced Apt	22541573	Ken	Manhattan	West Village	40.74	-74.004	Entire home/apt	209	30	0			87	364
29129256	Large Shared Studio (your own bed) - Luxury+Views!	28531618	Wayne	Manhattan	Upper West Side	40.77169	-73.99117	Shared room	79	3	4	43647	0.5	1	76
34714207	"sunny quiet apartment, right next to subway"	2468616	Arika	Brooklyn	Crown Heights	40.66873	-73.95243	Entire home/apt	120	2	0			2	311
31280212	"Modern, spacious, & cozy Upper West Side Apartment"	61295963	Kaylan	Manhattan	Upper West Side	40.78331	-73.97687	Entire home/apt	300	2	1	43516	0.22	1	188
